ID	位置	中文	한국어	備註
R13.step.4	strings.js · R13	把麵放進醬汁碗裡拌勻，讓整體均勻帶上油亮。	양념장이 든 그릇에 면을 넣고 전체에 윤기가 돌도록 고루 비빈다.	
R13.step.5	strings.js · R13	盛盤後先撒上蔥花，再鋪上大把海苔。想加蛋黃或小黃瓜的話，這時放上去。	그릇에 담고 쪽파를 뿌린 뒤 김을 넉넉히 올린다. 노른자나 오이를 곁들이고 싶으면 이때 올린다.	
R13.step.6	strings.js · R13	有加蛋黃的話，吃之前戳破一起拌開。	노른자를 올렸다면 먹기 직전에 터뜨려 함께 비빈다.	
R13.tip.1	strings.js · R13	醬油照比例調就好別多加。海苔已有鹹度，醬汁嘗起來剛好即可；換濃醬油從 1.5 湯匙開始。	간장은 딱 정량만. 김에도 짠맛이 있어서 양념장은 살짝 슴슴해야 맞아. 진간장은 1.5큰술부터 시작.	
R13.tip.2	strings.js · R13	糖和醋都只有半茶匙，但別省。不是要吃出甜酸，而是讓紫蘇油的濃香收得更俐落。	설탕과 식초는 0.5작은술씩만 들어가지만 빼지 않는다. 단맛과 신맛을 내기보다 들기름의 고소한 맛이 무겁지 않게 정리해 준다.	
R13.tip.3	strings.js · R13	冷水搓洗不能省。把表面的澱粉洗掉，麵才不容易黏，口感也更俐落。洗到手上幾乎沒有滑黏感。	찬물에 바락바락 씻어 겉의 전분기를 충분히 빼야 면이 덜 달라붙고 식감도 깔끔해진다. 손에 미끈한 느낌이 거의 없어질 때까지 씻는다.	
R13.tip.4	strings.js · R13	拌好別放著。麵會繼續吸醬，紫蘇油的香氣也會慢慢鈍掉。拌好就是開吃的時間。	비빈 뒤 오래 두지 않는다. 면이 양념을 계속 빨아들이고 들기름 향도 점점 둔해진다. 비볐으면 바로 먹는다.	
R13.prep.1	strings.js · R13	全部在大碗裡混勻。白芝麻用手搓碎再加，最後嘗一口調整鹹淡	큰 그릇에 재료를 모두 섞는다. 통깨는 손으로 비벼 살짝 으깨 넣고, 마지막에 맛을 본 뒤 간을 맞춘다	
R13.prep.2	strings.js · R13	用剪刀剪成細條	가위로 가늘게 자른다	
R13.prep.3	strings.js · R13	切成蔥花	송송 썬다	
R13.prep.4	strings.js · R13	切細絲	가늘게 채 썬다	
R13.prep.5	strings.js · R13	分出蛋黃，蛋白留著別的用	노른자만 분리하고 흰자는 따로 둔다	
R14.title	strings.js · R14	鮮蝦蘆筍義大利麵	새우 아스파라거스 파스타	
R14.subtitle	strings.js · R14	蝦頭煉油是精髓。清爽歸清爽，鮮味不能少。	새우 머리로 기름 내기가 핵심. 산뜻해도 감칠맛은 챙겨야지.	
R14.note	strings.js · R14	蝦頭煎出紅油是靈魂，一片培根能撐住整盤底味。蒜片煎到微金黃就該收，蝦仁熟了先盛起才保得住彈嫩。	새우 머리로 빨간 기름 내는 게 핵심, 베이컨 한 장이 무게감 딱 잡아줘. 마늘 타면 쓰니까 노릇할 때 불 줄여.	
R14.murmur	strings.js · R14	蝦仁彈嫩、蒜油裹麵，這口不能讓。	탱글한 새우에 오일 착 감긴 맛, 양보 못 해.	
R14.stage.1	strings.js · R14	麵先下鍋	면 먼저 삶기	
R14.stage.2	strings.js · R14	逼出培根油炒蒜	베이컨 기름 내고 마늘 볶기	
R14.stage.3	strings.js · R14	蝦和蘆筍	새우와 아스파라거스	
R14.stage.4	strings.js · R14	乳化與檸檬收香	면수 넣고 볶아 레몬 마무리	
R14.step.1	strings.js · R14	深鍋加足量水煮滾，每 1 公升水加 1.5 茶匙鹽，再放入義大利麵。	깊은 냄비에 물을 넉넉히 끓이고 물 1L당 소금 1.5작은술을 넣은 뒤 면을 넣는다.	
R14.step.2	strings.js · R14	比包裝標示時間少煮 1 分鐘。撈麵前先留約 200ml 麵水。	포장지 표기 시간보다 1분 덜 삶는다. 면을 건지기 전에 면수 약 200ml를 따로 덜어 둔다.	
R14.step.3	strings.js · R14	平底鍋不放油，冷鍋放入培根，中小火慢慢煎到油脂釋出、邊緣微脆。培根先盛起，鍋裡的油留著。	팬에 기름을 두르지 않고 찬 팬에 베이컨을 넣는다. 중약불에서 천천히 구워 기름이 충분히 나오고 가장자리가 살짝 바삭해지면 건져 둔다. 팬에 남은 기름은 그대로 둔다.	
R14.step.4	strings.js · R14	轉中小火放入蝦頭，用培根油煎到蝦頭轉紅、頭裡的膏化開，用鍋鏟壓一壓把汁逼出來，再把蝦頭撈掉。（買蝦仁就跳過這一步）	중약불로 줄이고 새우 머리를 넣어 베이컨 기름에 굽는다. 머리가 붉어지고 내장이 녹아 나오면 주걱으로 눌러 즙을 짜낸 뒤 머리는 건져낸다. (손질 새우를 쓰면 이 단계는 건너뛴다)	
R14.step.5	strings.js · R14	同一鍋補少量橄欖油，放入蒜片，以小火慢慢煎到淡金黃色。不要煎焦。	같은 팬에 올리브오일을 조금 보태고 마늘을 넣어 약불에서 연한 금빛이 돌 때까지 천천히 익힌다. 태우지 않는다.	
R14.step.6	strings.js · R14	蝦仁平鋪下鍋，每面約 1–1.5 分鐘。蝦肉轉粉紅、中心變得不透明就立刻盛起。	새우가 겹치지 않게 팬에 놓고 한 면당 1–1.5분씩 굽는다. 분홍빛이 돌고 속까지 불투명해지면 바로 건진다.	
R14.step.7	strings.js · R14	蘆筍下鍋翻炒 1–2 分鐘，倒入白酒，再煮約 30 秒讓酒氣散去。	아스파라거스를 넣고 1–2분 볶은 뒤 화이트와인을 붓고 약 30초 더 끓여 알코올 향을 날린다.	
R14.step.8	strings.js · R14	麵條撈起後直接移進平底鍋，加入約 100ml 麵水，開大火快速翻拌，讓鍋裡的油脂和麵水乳化、均勻裹住麵條。太乾就少量補麵水；太濕就多收幾秒。	면을 건져 바로 팬에 옮기고 면수 약 100ml를 넣는다. 센 불에서 빠르게 섞어 기름과 면수가 유화되어 면에 고르게 달라붙게 한다. 뻑뻑하면 면수를 조금씩 더하고, 묽으면 몇 초 더 졸인다.	
R14.step.9	strings.js · R14	蝦仁和培根回鍋，關火後加入檸檬汁和檸檬皮屑，快速拌勻。	새우와 베이컨을 다시 넣는다. 불을 끈 뒤 레몬즙과 레몬 제스트를 넣어 빠르게 섞는다.	
R14.step.10	strings.js · R14	盛盤後撒少許松露鹽。想加起司就磨一點帕瑪森，立刻吃。	그릇에 담고 트러플 소금을 조금 뿌린다. 치즈를 곁들이고 싶으면 파르미지아노를 갈아 올리고 바로 먹는다.	
R14.tip.1	strings.js · R14	培根只放一片，但煎出來的油是這道麵的底味，別倒掉。	베이컨은 한 장만 들어가지만, 여기서 나온 기름이 파스타의 밑맛을 잡아 준다. 버리지 않는다.	
R14.tip.2	strings.js · R14	蒜片用小火慢慢煎到淡金色就好。焦掉會直接帶苦味。	마늘은 약불에서 연한 금빛이 돌 정도까지만 익힌다. 타면 쓴맛이 난다.	
R14.tip.3	strings.js · R14	蝦熟了就先盛起，最後再回鍋。這樣比較容易保住彈嫩口感。	새우는 익으면 먼저 건져 두었다가 마지막에 다시 넣는다. 그래야 탱글한 식감을 지키기 쉽다.	
R14.tip.4	strings.js · R14	麵水先留著。它不只是補水，也用來調整醬汁濃度，讓油脂更容易均勻巴在麵上。	면수는 미리 남겨 둔다. 수분을 보충하는 것뿐 아니라 소스 농도를 맞추고 기름이 면에 고르게 붙도록 도와준다.	
R14.prep.1	strings.js · R14	剝殼去腸泥，蝦頭留著；蝦仁吸乾水分，撒鹽和黑胡椒略醃	껍질을 벗기고 내장을 제거한다. 머리는 따로 둔다. 몸통은 키친타월로 물기를 닦고 소금과 후추로 가볍게 밑간한다	
R14.prep.2	strings.js · R14	切掉底部硬梗，斜切成 4cm 段	질긴 밑동을 자르고 4cm 길이로 어슷썬다	
R14.prep.3	strings.js · R14	切粗條	굵게 썬다	
R14.prep.4	strings.js · R14	切薄片	얇게 썬다	
R14.prep.5	strings.js · R14	刨下黃色表皮，果汁另外擠出備用	노란 겉껍질만 갈아 두고 즙은 따로 짜 둔다	
R15.title	strings.js · R15	蘆筍菌菇燉飯	아스파라거스 버섯 리조또	
R15.subtitle	strings.js · R15	熱高湯一勺一勺加，米心微硬才是懂吃。	뜨거운 육수 한 국자씩, 살짝 씹히는 쌀알이 찐이야.	
R15.note	strings.js · R15	蘆筍香氣從高湯就開始，菇類多放幾種風味更厚。最後奶油和起司一拌進去，站這十幾分鐘值得。	아스파라거스 향은 육수에서부터 시작하고 버섯도 취향껏 듬뿍. 마지막에 버터랑 치즈 싹 섞으면 서서 저은 보람이 있어.	
R15.murmur	strings.js · R15	春夏就該吃點清爽的。	산뜻해서 봄여름에 딱이야.	
R15.stage.1	strings.js · R15	蘆筍高湯先煮	아스파라거스 육수	
R15.stage.2	strings.js · R15	炒香洋蔥和菇	양파와 버섯 볶기	
R15.stage.3	strings.js · R15	烘米、嗆酒	쌀 볶고 화이트와인 날리기	
R15.stage.4	strings.js · R15	分次補熱高湯	뜨거운 육수 조금씩	
R15.stage.5	strings.js · R15	關火乳化	불 끄고 만테카투라	
R15.step.1	strings.js · R15	牛骨高湯 750ml 加熱，把蘆筍硬梗一起放進去，之後全程保持熱燙。	사골 육수 750ml를 데우고 아스파라거스 밑동을 넣는다. 조리하는 동안 계속 뜨겁게 유지한다.	
R15.step.2	strings.js · R15	鍋中加入橄欖油和少量奶油，小火炒洋蔥末 5–7 分鐘，到完全透明、沒有上色。	냄비에 올리브오일과 버터를 조금 넣고 양파를 약불에서 5–7분 볶는다. 색이 나지 않고 완전히 투명해지면 된다.	
R15.step.3	strings.js · R15	菇碎下鍋，中大火炒到出水收乾、邊緣微微金黃，撒少許鹽。全部留在鍋中。	다진 버섯을 넣고 중강불에서 물기가 날아가고 가장자리가 살짝 노릇해질 때까지 볶는다. 소금을 조금 뿌리고 그대로 냄비에 둔다.	
R15.step.4	strings.js · R15	加入燉飯米，中火翻炒 2–3 分鐘，直到米粒摸起來熱、表面帶光澤。	쌀을 넣고 중불에서 2–3분 볶아 쌀알이 충분히 뜨거워지고 표면에 윤기가 돌게 한다.	
R15.step.5	strings.js · R15	倒入白酒 50ml，煮到明顯酒氣散去。	화이트와인 50ml를 붓고 알코올 향이 충분히 날아갈 때까지 끓인다.	
R15.step.6	strings.js · R15	從這裡開始計時 16–17 分鐘。每次加入一勺熱高湯，常常攪拌；前一勺大致被吸收後再加下一勺，維持輕柔滾泡。	여기서부터 16–17분을 잰다. 뜨거운 육수를 한 국자씩 넣고 자주 저으며, 앞서 넣은 육수가 대부분 흡수되면 다음 육수를 넣는다. 중약불에서 잔잔하게 끓는 상태를 유지한다.	
R15.step.7	strings.js · R15	第 8 分鐘加入蘆筍中段。	8분째에 아스파라거스 가운데 부분을 넣는다.	
R15.step.8	strings.js · R15	第 15 分鐘加入蘆筍嫩頭（留 4–5 根給擺盤），只煮 1–2 分鐘。	15분째에 아스파라거스 끝부분을 넣고 1–2분만 익힌다. 장식용으로 4–5개는 남겨 둔다.	
R15.step.9	strings.js · R15	米粒熟而仍保有一點芯、鍋裡還有流動感時關火。加入冷藏奶油和帕瑪森，快速而有力地拌 1–2 分鐘，直到整鍋滑順、晃動鍋子時會像波浪一樣流動。	쌀알이 익으면서도 중심에 살짝 탄력이 남고 전체가 촉촉하게 흐를 때 불을 끈다. 차갑게 둔 버터와 파르미지아노를 넣고 1–2분 힘 있게 섞어 부드럽고 크리미하게 만든다. 냄비를 흔들었을 때 물결치듯 흐르면 된다.	
R15.step.10	strings.js · R15	撒黑胡椒。想加松露油的話最後少量繞一圈，立刻盛盤。	후추를 뿌린다. 트러플 오일을 넣고 싶으면 마지막에 조금 두르고 바로 담아낸다.	
R15.step.11	strings.js · R15	另起一支小鍋，用少許奶油把蘑菇片和留下的蘆筍嫩頭煎到金黃，盛盤後鋪在燉飯上。	작은 팬에 버터를 조금 넣고 슬라이스한 양송이버섯과 남겨 둔 아스파라거스 끝부분을 노릇하게 구워, 담아낸 리조또 위에 올린다.	
R15.tip.1	strings.js · R15	硬梗別丟，丟進高湯煮，蘆筍香會從底味就開始。	질긴 밑동은 버리지 않고 육수에 넣어 끓인다. 아스파라거스 향을 육수부터 쌓을 수 있다.	
R15.tip.2	strings.js · R15	高湯要一直保持熱燙。冷高湯一下鍋會讓鍋內溫度明顯下降，燉煮節奏容易被打斷。	육수는 계속 뜨겁게 유지한다. 차가운 육수를 넣으면 냄비 온도가 크게 떨어져 조리 흐름이 끊기기 쉽다.	
R15.tip.3	strings.js · R15	收尾用的奶油先冷藏，離火後再和起司一起拌入，質地比較好控制。重點不是「冰奶油才會乳化」，而是離火後充分拌勻。	마무리용 버터는 차갑게 두었다가 불을 끈 뒤 치즈와 함께 넣으면 질감을 잡기 좋다. 핵심은 차가운 버터 자체보다 불에서 내린 뒤 충분히 섞는 것이다.	
R15.tip.4	strings.js · R15	完成的燉飯不是站成一坨，而是晃鍋時會緩緩流動。太稠就補少量熱高湯；太稀就先多收一點再關火。	완성된 리조또는 덩어리처럼 서 있지 않고 냄비를 흔들면 천천히 흘러야 한다. 너무 되면 뜨거운 육수를 조금 더하고, 너무 묽으면 불을 끄기 전에 조금 더 졸인다.	
R15.prep.1	strings.js · R15	分成三部分：嫩頭切下，中段斜切 2cm，硬梗留著煮高湯	세 부분으로 나눈다. 부드러운 끝부분은 따로 두고, 가운데는 2cm 길이로 어슷썬다. 질긴 밑동은 육수용으로 남긴다	
R15.prep.2	strings.js · R15	全部切碎 —— 要碎到能融進飯裡，不是切片	전부 잘게 다진다 — 밥에 녹아들 정도로 곱게, 슬라이스가 아니다	
R15.prep.3	strings.js · R15	切片，留著跟蘆筍嫩頭一起煎，最後擺盤用	얇게 썰어 두고, 아스파라거스 끝부분과 함께 구워 마지막에 올린다	
R15.prep.4	strings.js · R15	切極細末	아주 잘게 다진다	
R15.prep.5	strings.js · R15	現磨	강판에 갈아 둔다	
R15.prep.6	strings.js · R15	分兩份；收尾那份冷藏到要用	두 몫으로 나누고 마무리용은 쓸 때까지 냉장한다	
R16.title	strings.js · R16	阿馬特里恰納義大利麵	아마트리치아나	
R16.subtitle	strings.js · R16	羅馬正統經典。Guanciale 與 DOP 番茄，不接受代換。	로마 파스타의 찐 클래식. 관찰레와 DOP 토마토, 대체 불가.	
R16.note	strings.js · R16	這道我只認 Guanciale。豬頰肉煎出油、別偷偷換培根，羅馬人看著你！	이건 무조건 관찰레야. 돼지 볼살 기름 내고 몰래 베이컨 쓰지 마. 로마인들이 지켜보고 있다!	
R16.murmur	strings.js · R16	誰敢偷加大蒜我就回樹上。	마늘 넣는 순간 난 나무로 도망간다.	
R16.stage.1	strings.js · R16	Guanciale 冷鍋逼油	관찰레 기름 내기	
R16.stage.2	strings.js · R16	番茄收濃	토마토 소스 졸이기	
R16.stage.3	strings.js · R16	煮麵	면 삶기	
R16.stage.4	strings.js · R16	合體拌起司	합쳐서 페코리노 섞기	
R16.step.1	strings.js · R16	Guanciale 放進冷鍋，開中小火慢慢煎 8–10 分鐘，讓油脂逐漸釋出、表面變得金黃酥脆。火太大會讓外面先焦。	관찰레를 차가운 팬에 넣고 중약불에서 8–10분 천천히 굽는다. 기름이 충분히 나오고 겉이 노릇하고 바삭해지면 된다. 불이 너무 세면 겉이 먼저 탈 수 있다.	
R16.step.2	strings.js · R16	Guanciale 盛起，鍋裡的油脂全部留著。	바삭해진 관찰레는 건져 두고 팬에 남은 기름은 그대로 둔다.	
R16.step.3	strings.js · R16	把捏碎的番茄倒進 Guanciale 的油脂裡，加入少許義式乾辣椒，中小火煮約 15 分鐘，收到醬汁濃稠、有光澤。	으깬 산 마르자노 DOP 홀토마토를 관찰레 기름에 붓고 페페론치노를 넣는다. 중약불에서 약 15분 끓여 소스가 걸쭉해지고 윤기가 돌게 한다.	
R16.step.4	strings.js · R16	另一鍋滾水加鹽，麵條比包裝標示時間少煮 1 分鐘。撈起前留約 200ml 麵水。	다른 냄비에 물을 끓이고 소금을 넣는다. 면은 포장지 표기 시간보다 1분 덜 삶고, 건지기 전에 면수 약 200ml를 따로 덜어 둔다.	
R16.step.5	strings.js · R16	麵條直接移進番茄醬鍋，加入大部分 Guanciale，大火快速翻拌，讓醬汁均勻巴住麵條。太乾就少量補麵水。	면을 토마토 소스 팬에 바로 옮기고 관찰레를 대부분 넣는다. 센 불에서 빠르게 섞어 소스가 면에 고르게 달라붙게 한다. 뻑뻑하면 면수를 조금씩 더한다.	
R16.step.6	strings.js · R16	關火後加入大部分 Pecorino Romano，快速拌勻。太乾時補一點麵水，讓起司和醬汁融合。	불을 끈 뒤 페코리노 로마노를 대부분 넣고 빠르게 섞는다. 너무 뻑뻑하면 면수를 조금 보태 치즈와 소스가 고루 어우러지게 한다.	
R16.step.7	strings.js · R16	盛盤後放上剩下的 Guanciale 和 Pecorino Romano，現磨黑胡椒，立刻吃。	그릇에 담고 남은 관찰레와 페코리노 로마노를 올린다. 후추를 갈아 뿌리고 바로 먹는다.	
R16.tip.1	strings.js · R16	Guanciale 是鹽漬風乾豬頰肉，脂肪熔點低且自帶黑胡椒香，是這鍋醬汁不可取代的油脂底味。	관찰레는 소금에 절여 숙성한 돼지 볼살이다. 녹는점이 낮고 후추 향이 배어 있어 이 소스의 대체 불가능한 기름 밑바탕이 된다.	
R16.tip.2	strings.js · R16	別自作聰明加蒜或洋蔥。這鍋醬汁只靠 Guanciale、番茄與羊起司的純粹平衡。	마늘이나 양파는 절대 넣지 않는다. 정통 소스는 관찰레 기름, 토마토, 페코리노의 순수한 균형이 전부다.	
R16.tip.3	strings.js · R16	Guanciale 一定要冷鍋下、中小火慢慢煸。目的是把油脂完整逼出，火太大外面先焦了肉裡還是油。	관찰레는 찬 팬에서 중약불로 천천히 굽는다. 지방을 충분히 녹여 내는 것이 목적이며, 불이 세면 겉만 타고 기름은 안에 갇힌다.	
R16.tip.4	strings.js · R16	番茄認明 San Marzano DOP 整番茄。官方規格雖無硬性規定，但這份食譜的甜酸比就靠它。	토마토는 산 마르자노 DOP 홀토마토를 확인한다. 공식 규격에 없더라도 이 레시피의 산미와 단맛 균형은 여기서 나온다.	
R16.tip.5	strings.js · R16	關火後再拌入現磨 Pecorino Romano。用鍋中餘溫化開起司，才不會結成一坨坨的顆粒。	불을 끈 뒤 갈아 둔 페코리노 로마노를 넣는다. 팬의 잔열로 치즈를 녹여야 뭉치지 않고 매끄럽게 섞인다.	
R16.prep.1	strings.js · R16	切成約 0.5cm 厚的長條	약 0.5cm 두께의 길쭉한 조각으로 썬다	
R16.prep.2	strings.js · R16	用手捏碎	손으로 으깬다	
R16.prep.3	strings.js · R16	現磨	곱게 갈아 둔다	
R17.title	strings.js · R17	米蘭番紅花燉飯	밀라노식 사프란 리조또	
R17.subtitle	strings.js · R17	金黃色是番紅花給的。這鍋值得你站著攪十幾分鐘。	사프란의 찐 황금빛. 십 분 넘게 서서 저을 가치 있음.	
R17.note	strings.js · R17	番紅花用溫高湯泡，千萬別用沸水燙壞香氣。收尾一定要用冰奶油和起司甩鍋，橄欖油做不出那種絲滑感。	사프란은 따뜻한 육수에 우려, 펄펄 끓는 물은 향 다 날아가. 마무리는 차가운 버터랑 치즈로 쳐야 찰지게 감겨.	
R17.murmur	strings.js · R17	番紅花泡好了沒？這抹金黃不能催。	사프란 다 우려 놨지? 이 황금빛은 못 보채.	
R17.stage.1	strings.js · R17	高湯先煮上	육수 끓여 두기	
R17.stage.2	strings.js · R17	炒洋蔥、烘米	양파 볶고 쌀 볶기	
R17.stage.3	strings.js · R17	嗆酒	화이트와인 날리기	
R17.stage.4	strings.js · R17	分次補熱高湯	뜨거운 육수 조금씩	
R17.stage.5	strings.js · R17	關火乳化	불 끄고 만테카투라	
R17.step.1	strings.js · R17	高湯 700ml 加熱，之後轉小火，料理全程保持熱燙。	육수 700ml를 데운 뒤 약불로 낮춰 조리하는 동안 계속 뜨겁게 유지한다.	
R17.step.2	strings.js · R17	厚底鍋下奶油 25g，小火炒洋蔥末 5–7 分鐘到完全透明軟化，絕對不能焦。	두꺼운 냄비에 버터 25g을 넣고 약불에서 양파를 5–7분 볶아 완전히 투명하고 부드럽게 만든다. 절대 태우지 않는다.	
R17.step.3	strings.js · R17	加入燉飯米，中火翻炒 2–3 分鐘，到米粒邊緣透明、表面吸飽奶油變光亮。	쌀을 넣고 중불에서 2–3분 볶아 쌀알 가장자리가 투명해지고 버터를 머금어 윤기가 돌게 한다.	
R17.step.4	strings.js · R17	倒入白酒 50ml，大火讓酒氣完全揮發，約 30–40 秒。	화이트와인 50ml를 붓고 센 불에서 알코올 향이 충분히 날아갈 때까지 끓인다.	
R17.step.5	strings.js · R17	從這裡開始計時約 17 分鐘。每次只加一勺熱高湯，攪拌到幾乎收乾再加下一勺，中小火保持輕柔滾泡。	여기서부터 약 17분을 잰다. 뜨거운 육수를 한 국자씩만 넣고 거의 졸아들면 다음 국자를 넣는다. 중약불에서 잔잔하게 끓는 상태를 유지한다.	
R17.step.6	strings.js · R17	第 8 分鐘，把番紅花連同浸泡的高湯一起倒進去，攪拌均勻 —— 整鍋瞬間變成深金黃色。	8분째에 사프란을 우린 육수째 붓고 고루 섞는다. 냄비 전체가 단숨에 진한 황금빛으로 바뀐다.	
R17.step.7	strings.js · R17	17–18 分鐘開始試吃。米粒外面軟、中心還留一點咬勁就是到了，這時候直接關火 —— 高湯沒用完沒關係，硬要把它加完，燉飯就變成粥了。	17–18분이 되면 맛을 본다. 쌀알 겉은 부드럽고 중심에 살짝 심이 씹히면 다 된 것이니 바로 불을 끈다. 육수가 남아도 괜찮다. 억지로 다 넣으면 죽이 된다.	
R17.step.8	strings.js · R17	關火，加入冷藏的奶油 25g 和帕瑪森起司，用力攪拌 1–2 分鐘，到燉飯呈現波浪狀的流動感。	불을 끄고 차갑게 둔 버터 25g과 파르미지아노 치즈를 넣어 1–2분 힘 있게 섞는다. 냄비를 흔들었을 때 물결치듯 흐르면 된다.	
R17.step.9	strings.js · R17	撒黑胡椒，立刻上桌。	후추를 뿌리고 바로 낸다.	
R17.tip.1	strings.js · R17	不需要放橄欖油。傳統版本靠奶油，油加多了反而失去那個滑順感。	올리브오일은 넣지 않는다. 전통적인 방식은 버터로만 가고, 기름을 더하면 오히려 그 매끄러운 질감이 사라진다.	
R17.tip.2	strings.js · R17	番紅花不能用沸水泡，高溫會把香氣破壞掉。用溫熱的高湯，泡越久顏色越深、香氣越足。	사프란은 끓는 물에 우리지 않는다. 높은 온도가 향을 망친다. 따뜻한 육수에 우리고, 오래 우릴수록 색이 진해지고 향도 강해진다.	
R17.tip.3	strings.js · R17	烘米那步不能省。它決定燉飯最後的口感結構。	쌀을 볶는 단계는 건너뛰지 않는다. 완성된 리조또의 식감 구조가 여기서 결정된다.	
R17.tip.4	strings.js · R17	收尾的奶油一定要是冷的，冷熱對比才乳化得出那個奶滑感。做好不能等，放著會繼續收汁變乾。	마무리용 버터는 반드시 차가워야 한다. 차가운 버터와 뜨거운 밥의 온도 차가 있어야 크리미하게 유화된다. 완성한 뒤에는 두지 않는다. 두면 계속 졸아들어 뻑뻑해진다.	
R17.tip.5	strings.js · R17	配牛排或其他主菜當前菜的話，米縮到 120g、高湯縮到 500ml。	스테이크나 다른 메인 요리에 곁들여 전채로 낼 때는 쌀을 120g, 육수를 500ml로 줄인다.	
R18.title	strings.js · R18	烤肉店那鍋大醬湯	차돌 된장찌개	
R18.subtitle	strings.js · R18	牛胸肉煸出豐沛牛油。炒香大醬慢滾，香濃又解膩。	차돌 기름에 된장 달달 볶기. 밥 비벼 먹으면 극락.	
R18.note	strings.js · R18	大醬千萬別直接下水。先用牛油炒過才會有焦香，淘米水倒下去全程不蓋鍋蓋，湯頭濃而不濁。	된장은 물에 그냥 풀지 마. 차돌 기름에 달달 볶아야 찐 구수한 맛이 살아나. 뚜껑은 끝까지 열고 끓이기.	
R18.murmur	strings.js · R18	盛好白飯，這鍋我連湯底都喝乾淨。	밥 펐다. 이건 국물 한 방울 안 남길 예정.	
R18.stage.1	strings.js · R18	牛油爆香炒醬	차돌 기름 내고 된장 볶기	
R18.stage.2	strings.js · R18	蔬菜下鍋	채소 볶기	
R18.stage.3	strings.js · R18	注入淘米水	쌀뜨물 붓기	
R18.stage.4	strings.js · R18	豆腐櫛瓜滾透	두부와 애호박 익히기	
R18.stage.5	strings.js · R18	香氣收尾	마지막 향 내기	
R18.step.1	strings.js · R18	小奶鍋不放油，直接下牛胸肉薄片，開中火煸炒。	작은 냄비에 기름을 두르지 않고 차돌박이를 바로 넣어 중불에서 볶는다.	
R18.step.2	strings.js · R18	牛油逼出來、肉色轉白時，加入大醬、辣椒醬、蒜末和辣椒粉。	기름이 나오고 고기 색이 하얗게 변하면 된장, 고추장, 다진 마늘, 고춧가루를 넣는다.	
R18.step.3	strings.js · R18	快速翻炒 30 秒至 1 分鐘，讓大醬吸飽牛油炒出焦香。持續攪拌避免黏底燒焦。	30초–1분간 빠르게 볶아 된장이 기름을 머금고 구수한 향이 올라오게 한다. 계속 저어야 바닥에 눌어붙지 않는다.	
R18.step.4	strings.js · R18	倒入洋蔥塊和香菇片，跟鍋底牛肉大醬翻炒均勻，讓蔬菜表面裹上醬汁。	양파와 표고버섯을 넣고 바닥의 고기·된장과 함께 볶아 채소 겉에 양념이 고루 입혀지게 한다.	
R18.step.5	strings.js · R18	倒入淘米水 400 ml，轉大火煮滾。	쌀뜨물 400ml를 붓고 센 불에서 끓인다.	
R18.step.6	strings.js · R18	表面浮起少許牛油和血水浮沫時，用湯匙輕輕撈掉，湯頭會更乾淨清爽。	표면에 기름과 핏물 거품이 조금 뜨면 숟가락으로 살살 걷어 낸다. 국물이 훨씬 깔끔해진다.	
R18.step.7	strings.js · R18	煮滾後放入豆腐塊和櫛瓜片，轉中火滾 3 分鐘，讓豆腐充分吸飽湯汁。	끓어오르면 두부와 애호박을 넣고 중불에서 3분간 끓여 두부에 국물이 배게 한다.	
R18.step.8	strings.js · R18	起鍋前 1 分鐘撒入青辣椒圈和大蔥段，大火激出椒香蔥香，熱騰騰整鍋端上桌。	불을 끄기 1분 전에 고추와 대파를 넣고 센 불에서 향을 낸 뒤 뜨거운 채로 그대로 낸다.	
R18.tip.1	strings.js · R18	全程不蓋鍋蓋。讓大醬發酵的酸悶氣隨蒸氣散出，湯頭才甘醇。	끓이는 동안 뚜껑을 덮지 않는다. 된장의 텁텁한 향을 날려야 국물이 깔끔하고 구수해진다.	
R18.tip.2	strings.js · R18	牛胸肉不用另外放油。煸出來的牛油就是炒醬的天然油脂，整鍋底味全在這裡。	차돌박이는 따로 기름을 두르지 않는다. 고기에서 나온 고소한 기름이 된장을 볶는 밑바탕이 된다.	
R18.tip.3	strings.js · R18	大醬一定要炒過。直接下水大醬香氣容易散掉，牛油高溫逼炒才會激發深層焦香。	된장은 반드시 기름에 볶는다. 물에 바로 풀면 맛이 겉돌고, 볶아야 특유의 진한 풍미가 산다.	
R18.tip.4	strings.js · R18	淘米水與高湯選擇。淘米水裡的澱粉質能讓湯濃郁不分層；如果想要烤肉店那種極致厚重感，也可以補一顆韓式高湯錠。	쌀뜨물 전분기는 국물을 진하게 묶어 준다. 고깃집 특유의 묵직하고 진한 감칠맛을 원한다면 육수 큐브를 하나 넣어도 좋다.	
R18.tip.5	strings.js · R18	浮沫輕輕撈掉。煮滾後撈去表面多餘牛油與浮沫，湯頭清爽不油膩。	떠오르는 거품은 살살 걷어 낸다. 잡내와 불필요한 기름기를 잡아야 텁텁하지 않다.	
R18.prep.1	strings.js · R18	洗米時把第二次的水留下來	쌀을 씻을 때 두 번째 물을 받아 둔다	
R18.prep.2	strings.js · R18	切塊	큼직하게 썬다	
R18.prep.3	strings.js · R18	切塊	큼직하게 썬다	
R18.prep.4	strings.js · R18	切厚片	도톰하게 둥글게 썬다	
R18.prep.5	strings.js · R18	切片	얇게 썬다	
R18.prep.6	strings.js · R18	切圈	송송 썬다	
